4
4
4.06
3.97
4.12
4
4.13
4.09
4.25
4
4.06
4.12
4.03
4.16
4.06
4.19
4.16
4
4.06
4.07
4.03
4.06
4.13
4
4.19
4.13
4.09
4.09
4.19
3.9
4.19
4
4.06
4.15
3.91
4.13
4.12
4.06
4.15
4.09
3.92
4.06
4.09
3.96
4.15
3.91
4.13
4.03
4.03
4.13
4.18
4.07
4.16
4.04
4.12
4.12
4.13
4.12
4.06
4.15
4.09
4.22
4
3.93
4.22
4.06
4.16
4
4.18
4.09
4.1
4.15
4.06
4.12
4.09
4.06
4.13
4.12
4.03
4.16
4.21
4.1
4.15
4.06
4.07
4.03
4.06
4.03
4.15
4.15
4.16
4.09
4.03
4.13
4.09
4.03
4.09
4.18
3.94
4.03
4.03
4.06
4.19
4.09
4.16
4.06
4.25
3.93
4.12
4.18
4.07
4.09
4.13
4.06
4.03
4.13
4
4.12
4.13
4.03
4.1
4.1
3.97
4.09
4.12
4.03
4
4.12
3.78
4.29
4.1
3.96
4.06
4.16
4.19
4.1
4
4.09
4.16
4.06
4.06
4.14
4.07
4.19
4.06
4.1
4.18
3.97
4.22
4.01
4.06
4.07
4.12
4.12
4.03
4
4.03
4.1
4.15
4.03
4.12
4.06
4.1
4.15
4.07
4.13
4.15
4.1
4
4.1
4.03
4.06
4.06
4.12
4.07
4
4.06
4.07
4.12
4.16
4.16
4.06
4.03
4.12
4.06
4.1
4.15
3.96
4.1
4.22
4.03
3.94
4.18
4.03
4.12
4.1
4
4
4.01
4.07
